BFO:0000003	occurrent	PATO:0000057	occurrence
ENVO:00002262	clay soil	http://aims.fao.org/aos/agrovoc/c_1659	clay soils
ENVO:00002267	industrial waste material	http://aims.fao.org/aos/agrovoc/c_11763	industrial wastes
ENVO:00002273	fluvisol	http://aims.fao.org/aos/agrovoc/c_3000	fluvisols
ENVO:00002869	hay	http://aims.fao.org/aos/agrovoc/c_3508	hay
ENVO:00002871	alluvial soil	http://aims.fao.org/aos/agrovoc/c_296	alluvial soils
ENVO:00002872	bagasse	http://aims.fao.org/aos/agrovoc/c_776	bagasse
ENVO:00002873	organic waste material	http://aims.fao.org/aos/agrovoc/c_35237	organic wastes
ENVO:00002982	clay	http://aims.fao.org/aos/agrovoc/c_15619	clay
ENVO:00002984	petroleum	http://aims.fao.org/aos/agrovoc/c_5747	petroleum
ENVO:00002985	oil	http://aims.fao.org/aos/agrovoc/c_5334	oils
ENVO:00003030	silage	http://aims.fao.org/aos/agrovoc/c_7060	silage
ENVO:00003037	wort	http://aims.fao.org/aos/agrovoc/c_15618	wort
ENVO:00003040	animal house	http://aims.fao.org/aos/agrovoc/c_432	animal housing
ENVO:00003041	cow shed	http://aims.fao.org/aos/agrovoc/c_1392	cattle sheds
ENVO:00003042	piggery	http://aims.fao.org/aos/agrovoc/c_5871	piggeries
ENVO:00003044	brine	http://aims.fao.org/aos/agrovoc/c_1091	brines
ENVO:00003044	brine	http://aims.fao.org/aos/agrovoc/c_1092	brining
ENVO:00003047	butter	http://aims.fao.org/aos/agrovoc/c_1162	butter
ENVO:00003050	cane sugar	http://aims.fao.org/aos/agrovoc/c_16477	cane sugar
ENVO:00003062	pork	http://aims.fao.org/aos/agrovoc/c_6120	pork
ENVO:00003063	cured meat	http://aims.fao.org/aos/agrovoc/c_2038	cured meat
ENVO:00003064	drinking water	http://aims.fao.org/aos/agrovoc/c_10463	drinking water
ENVO:00003065	distilled water	http://aims.fao.org/aos/agrovoc/c_36640	distilled water
ENVO:00003067	beef	http://aims.fao.org/aos/agrovoc/c_861	beef
ENVO:00003072	ice cream	http://aims.fao.org/aos/agrovoc/c_3784	icecream
ENVO:00003074	manufactured product	http://aims.fao.org/aos/agrovoc/c_15742	processed products
ENVO:00003076	glue	http://aims.fao.org/aos/agrovoc/c_128	adhesives
ENVO:00003076	glue	http://aims.fao.org/aos/agrovoc/c_32027	mucilages
ENVO:00003779	tempeh	http://aims.fao.org/aos/agrovoc/c_15569	tempeh
ENVO:00003861	industrial building	http://aims.fao.org/aos/agrovoc/c_28641	building industry
ENVO:00003861	industrial building	http://aims.fao.org/aos/agrovoc/c_49912	industrial buildings
ENVO:00003862	dairy	http://aims.fao.org/aos/agrovoc/c_10274	dairying
ENVO:00003862	dairy	http://aims.fao.org/aos/agrovoc/c_34761	dairies
ENVO:00003869	straw	http://aims.fao.org/aos/agrovoc/c_7441	straw
ENVO:00003870	rice straw	http://aims.fao.org/aos/agrovoc/c_16032	rice straw
ENVO:00003876	flour	http://aims.fao.org/aos/agrovoc/c_2988	flours
ENVO:00003879	apple juice	http://aims.fao.org/aos/agrovoc/c_8893	apple juice
ENVO:00003881	bacon	http://aims.fao.org/aos/agrovoc/c_764	bacon
ENVO:00003884	farmyard manure	http://aims.fao.org/aos/agrovoc/c_2810	farmyard manure
ENVO:00003885	brewery	http://aims.fao.org/aos/agrovoc/c_17255	breweries
ENVO:00003889	buttermilk	http://aims.fao.org/aos/agrovoc/c_9513	buttermilk
ENVO:00003898	miso	http://aims.fao.org/aos/agrovoc/c_15552	miso
ENVO:00003905	vinegar	http://aims.fao.org/aos/agrovoc/c_8253	vinegar
ENVO:00003907	nonfat dry milk	http://aims.fao.org/aos/agrovoc/c_16486	dried skim milk
ENVO:00003914	chalk soil	http://aims.fao.org/aos/agrovoc/c_1493	chalk soils
ENVO:00003963	warehouse	http://aims.fao.org/aos/agrovoc/c_7434	storehouses
ENVO:00003970	sugar	http://aims.fao.org/aos/agrovoc/c_7498	sugar
ENVO:00003973	kefir	http://aims.fao.org/aos/agrovoc/c_23849	kefir
ENVO:00003975	vegetable oil	http://aims.fao.org/aos/agrovoc/c_8170	plant oils
ENVO:00003976	linseed oil	http://aims.fao.org/aos/agrovoc/c_4353	linseed oil
ENVO:00003977	maize flour	http://aims.fao.org/aos/agrovoc/c_7152	soft maize
ENVO:00003979	sour milk	http://aims.fao.org/aos/agrovoc/c_2023	cultured milk
ENVO:00004638	sawmill	http://aims.fao.org/aos/agrovoc/c_37154	sawmilling
ENVO:00004638	sawmill	http://aims.fao.org/aos/agrovoc/c_6830	sawmills
ENVO:00005738	foam	http://aims.fao.org/aos/agrovoc/c_24841	foaming
ENVO:00005738	foam	http://aims.fao.org/aos/agrovoc/c_28470	foams
ENVO:00005742	arable soil	http://aims.fao.org/aos/agrovoc/c_568	arable soils
ENVO:00005743	roadside soil	http://aims.fao.org/aos/agrovoc/c_6622	roadside soil
ENVO:00005750	grassland soil	http://aims.fao.org/aos/agrovoc/c_3365	grassland soils
ENVO:00005754	fertilized soil	http://aims.fao.org/aos/agrovoc/c_7170	soil fertility
ENVO:00005761	meadow soil	http://aims.fao.org/aos/agrovoc/c_16569	meadow soils
ENVO:00005772	orchard soil	http://aims.fao.org/aos/agrovoc/c_5378	orchard soils
ENVO:00005774	peat soil	http://aims.fao.org/aos/agrovoc/c_5647	peat
ENVO:00005778	tropical soil	http://aims.fao.org/aos/agrovoc/c_7978	tropical soils
ENVO:00005780	greenhouse soil	http://aims.fao.org/aos/agrovoc/c_3378	greenhouse soils
ENVO:00005785	volcanic soil	http://aims.fao.org/aos/agrovoc/c_8287	volcanic soils
ENVO:00005786	upland soil	http://aims.fao.org/aos/agrovoc/c_8077	upland soils
ENVO:00005801	rhizosphere	http://aims.fao.org/aos/agrovoc/c_6569	rhizosphere
ENVO:00005803	animal habitation	http://aims.fao.org/aos/agrovoc/c_5140	nesting
ENVO:00005805	nest of bird	http://aims.fao.org/aos/agrovoc/c_32760	nest boxes
ENVO:00010505	aerosol	http://aims.fao.org/aos/agrovoc/c_158	aerosols
ENVO:00010506	emulsion	http://aims.fao.org/aos/agrovoc/c_10593	emulsions
ENVO:00010623	dolomite	http://aims.fao.org/aos/agrovoc/c_29215	dolomite
ENVO:00010624	botanical garden	http://aims.fao.org/aos/agrovoc/c_1020	botanical gardens
ENVO:00010625	zoological garden	http://aims.fao.org/aos/agrovoc/c_8531	zoos
ENVO:00012408	aquifer	http://aims.fao.org/aos/agrovoc/c_25560	aquifers
ENVO:0010005	fermented beverage	http://aims.fao.org/aos/agrovoc/c_248	alcoholic beverages
ENVO:0010040	Limburger	http://aims.fao.org/aos/agrovoc/c_5142	Netherlands
ENVO:0010045	condiment	http://aims.fao.org/aos/agrovoc/c_1805	condiments
ENVO:0010060	potato product	http://aims.fao.org/aos/agrovoc/c_16500	potato products
ENVO:0010067	watermelon	http://aims.fao.org/aos/agrovoc/c_15277	watermelons
ENVO:0010090	honey product	http://aims.fao.org/aos/agrovoc/c_3653	honey production
ENVO:0010095	bread	http://aims.fao.org/aos/agrovoc/c_1071	bread
ENVO:0010121	pulse	http://aims.fao.org/aos/agrovoc/c_3351	grain legumes
ENVO:0010122	wheat flour	http://aims.fao.org/aos/agrovoc/c_25511	wheat flour
ENVO:0010123	pasta	http://aims.fao.org/aos/agrovoc/c_5621	pasta
ENVO:0010126	candy	http://aims.fao.org/aos/agrovoc/c_1249	candying
ENVO:0010128	cream	http://aims.fao.org/aos/agrovoc/c_1951	cream
ENVO:0010129	milk	UBERON:0001913	milk
ENVO:0010129	milk	http://aims.fao.org/aos/agrovoc/c_4826	milk
ENVO:0010137	smoked meat	http://aims.fao.org/aos/agrovoc/c_7116	smoked meat
ENVO:0010139	jam	http://aims.fao.org/aos/agrovoc/c_4037	jams
ENVO:0010142	mustard	http://aims.fao.org/aos/agrovoc/c_25488	mustard
ENVO:0010147	mayonnaise	http://aims.fao.org/aos/agrovoc/c_12442	mayonnaise
ENVO:0010148	soy sauce	http://aims.fao.org/aos/agrovoc/c_24246	soy sauce
ENVO:0010157	coffee	http://aims.fao.org/aos/agrovoc/c_1731	coffee
ENVO:0010158	tea	http://aims.fao.org/aos/agrovoc/c_7634	tea
ENVO:0010160	mate	http://aims.fao.org/aos/agrovoc/c_4647	mate
ENVO:01000000	humus	http://aims.fao.org/aos/agrovoc/c_3693	humus
ENVO:01000001	mud	http://aims.fao.org/aos/agrovoc/c_4973	mud
ENVO:01000012	milk product	http://aims.fao.org/aos/agrovoc/c_4829	milk production
ENVO:01000012	milk product	http://aims.fao.org/aos/agrovoc/c_4830	milk products
ENVO:01000014	wine	http://aims.fao.org/aos/agrovoc/c_8406	wines
ENVO:01000015	beer	http://aims.fao.org/aos/agrovoc/c_864	beers
ENVO:01000016	silt	http://aims.fao.org/aos/agrovoc/c_331558	silt
ENVO:01000017	sand	http://aims.fao.org/aos/agrovoc/c_6779	sand
ENVO:01000018	gravel	http://aims.fao.org/aos/agrovoc/c_24850	gravel
ENVO:01000057	marine algal bloom	http://aims.fao.org/aos/agrovoc/c_32531	red tide
ENVO:01000155	organic material	http://aims.fao.org/aos/agrovoc/c_926	biomass
ENVO:01000162	organ	UBERON:0000062	organ
ENVO:01000164	root nodule	http://aims.fao.org/aos/agrovoc/c_27601	root nodules
ENVO:01000164	root nodule	http://aims.fao.org/aos/agrovoc/c_6643	root nodulation
ENVO:01000203	environmental condition	http://aims.fao.org/aos/agrovoc/c_2594	environmental factors
ENVO:01000204	tropical	http://aims.fao.org/aos/agrovoc/c_7979	tropical zones
ENVO:01000205	subtropical	http://aims.fao.org/aos/agrovoc/c_14658	subtropical zones
ENVO:01000206	temperate	http://aims.fao.org/aos/agrovoc/c_28588	tempering
ENVO:01000207	mediterranean	http://aims.fao.org/aos/agrovoc/c_4698	Mediterranean region
ENVO:01000236	basalt	http://aims.fao.org/aos/agrovoc/c_32387	basalt
ENVO:01000238	polar	http://aims.fao.org/aos/agrovoc/c_13483	polarization
ENVO:01000238	polar	http://aims.fao.org/aos/agrovoc/c_6057	Polar regions
ENVO:01000238	polar	http://aims.fao.org/aos/agrovoc/c_6058	polarity
ENVO:01000250	subpolar coniferous forest biome	http://aims.fao.org/aos/agrovoc/c_1014	Boreal forests
ENVO:01000251	subpolar	http://aims.fao.org/aos/agrovoc/c_1745	cold zones
ENVO:01000254	environmental system	http://aims.fao.org/aos/agrovoc/c_2593	environment
ENVO:01000266	water vapour	http://aims.fao.org/aos/agrovoc/c_25424	water vapour
ENVO:01000267	atmosphere	http://aims.fao.org/aos/agrovoc/c_8994	atmosphere
ENVO:01000277	water ice	http://aims.fao.org/aos/agrovoc/c_3782	ice
ENVO:01000281	layer	UBERON:0000119	cell layer
ENVO:01000281	layer	UBERON:0022303	nervous system cell part layer
ENVO:01000311	cultivated environment	http://aims.fao.org/aos/agrovoc/c_202	agricultural structure
ENVO:01000311	cultivated environment	http://aims.fao.org/aos/agrovoc/c_2808	farmland
ENVO:01000317	aquatic environment	http://aims.fao.org/aos/agrovoc/c_554	aquatic environment
ENVO:01000320	marine environment	http://aims.fao.org/aos/agrovoc/c_4610	marine environment
ENVO:01000322	brackish water environment	http://aims.fao.org/aos/agrovoc/c_1050	brackishwater environment
ENVO:01000331	cypress swamp	http://aims.fao.org/aos/agrovoc/c_37150	Taxodium distichum
ENVO:01000333	hillside	http://aims.fao.org/aos/agrovoc/c_7109	sloping land
ENVO:01000335	understory	http://aims.fao.org/aos/agrovoc/c_24414	undergrowth
ENVO:01000342	montane	CHEBI:31002	montanate
ENVO:01000352	field	UBERON:0007688	anlage
ENVO:01000356	granite	http://aims.fao.org/aos/agrovoc/c_32468	granite
ENVO:01000371	agricultural waste material	http://aims.fao.org/aos/agrovoc/c_8683	agricultural wastes
ENVO:01000372	household waste material	http://aims.fao.org/aos/agrovoc/c_35240	household wastes
ENVO:01000378	arid subtropical	http://aims.fao.org/aos/agrovoc/c_14191	semiarid climate
ENVO:01000378	arid subtropical	http://aims.fao.org/aos/agrovoc/c_611	arid climate
ENVO:01000387	tropical deciduous broadleaf forest	http://aims.fao.org/aos/agrovoc/c_35654	rain forests
ENVO:01000388	tropical semi-deciduous broadleaf forest	http://aims.fao.org/aos/agrovoc/c_35654	rain forests
ENVO:01000391	tropical semi-evergreen moist broadleaf forest	http://aims.fao.org/aos/agrovoc/c_35654	rain forests
ENVO:01000404	plastic	http://aims.fao.org/aos/agrovoc/c_28498	plasticity
ENVO:01000404	plastic	http://aims.fao.org/aos/agrovoc/c_5998	plastics
ENVO:01000406	snow	http://aims.fao.org/aos/agrovoc/c_7124	snow
ENVO:01000417	house	http://aims.fao.org/aos/agrovoc/c_11629	houses
ENVO:01000417	house	http://aims.fao.org/aos/agrovoc/c_3678	housing
ENVO:01000419	domestic garden	http://aims.fao.org/aos/agrovoc/c_2357	domestic gardens
ENVO:01000431	mixed forest	http://aims.fao.org/aos/agrovoc/c_4874	mixed forests
ENVO:01000433	needleleaf forest	http://aims.fao.org/aos/agrovoc/c_1813	coniferous forests
ENVO:01000458	concrete	http://aims.fao.org/aos/agrovoc/c_1804	concrete
ENVO:01000460	asphalt	http://aims.fao.org/aos/agrovoc/c_26761	bitumen
ENVO:01000468	fence	http://aims.fao.org/aos/agrovoc/c_2853	fencing
ENVO:01000471	ceiling	http://aims.fao.org/aos/agrovoc/c_50120	ceilings
ENVO:01000472	building roof	http://aims.fao.org/aos/agrovoc/c_6639	roofs
ENVO:01000473	thatch	http://aims.fao.org/aos/agrovoc/c_7704	thatch
ENVO:01000475	brick	http://aims.fao.org/aos/agrovoc/c_1089	bricks
ENVO:01000476	plaster	http://aims.fao.org/aos/agrovoc/c_28382	rendering
ENVO:01000480	glass	http://aims.fao.org/aos/agrovoc/c_3272	glass
ENVO:01000498	pole	http://aims.fao.org/aos/agrovoc/c_6061	poles
ENVO:01000527	flush toilet fixture	http://aims.fao.org/aos/agrovoc/c_37405	pots
ENVO:01000527	flush toilet fixture	http://aims.fao.org/aos/agrovoc/c_6143	potting
ENVO:01000527	flush toilet fixture	http://aims.fao.org/aos/agrovoc/c_987	bogs
ENVO:01000534	pour-flush toilet fixture	http://aims.fao.org/aos/agrovoc/c_37405	pots
ENVO:01000534	pour-flush toilet fixture	http://aims.fao.org/aos/agrovoc/c_6143	potting
ENVO:01000534	pour-flush toilet fixture	http://aims.fao.org/aos/agrovoc/c_987	bogs
ENVO:01000535	pour-flush pit latrine	http://aims.fao.org/aos/agrovoc/c_987	bogs
ENVO:01000536	factory	http://aims.fao.org/aos/agrovoc/c_25201	factories
ENVO:01000538	stratosphere	http://aims.fao.org/aos/agrovoc/c_35033	stratosphere
ENVO:01000540	troposphere	http://aims.fao.org/aos/agrovoc/c_35034	troposphere
ENVO:01000542	ozone layer	http://aims.fao.org/aos/agrovoc/c_35252	ozone layer
ENVO:01000547	glaze ice layer	http://aims.fao.org/aos/agrovoc/c_3273	glazing
ENVO:01000551	paraffin	http://aims.fao.org/aos/agrovoc/c_5557	paraffin
ENVO:01000552	natural gas	http://aims.fao.org/aos/agrovoc/c_5087	natural gas
ENVO:01000556	biogas	http://aims.fao.org/aos/agrovoc/c_9262	biogas
ENVO:01000560	charcoal	http://aims.fao.org/aos/agrovoc/c_1503	charcoal
ENVO:01000575	wax	http://aims.fao.org/aos/agrovoc/c_25203	waxing
ENVO:01000575	wax	http://aims.fao.org/aos/agrovoc/c_8336	waxes
ENVO:01000576	apiary	http://aims.fao.org/aos/agrovoc/c_8872	apiaries
ENVO:01000577	radio device	http://aims.fao.org/aos/agrovoc/c_6424	radio
ENVO:01000579	television set	UBERON:0000025	tube
ENVO:01000583	refrigerator	CHEBI:78433	refrigerant
ENVO:01000583	refrigerator	http://aims.fao.org/aos/agrovoc/c_28326	refrigerants
ENVO:01000583	refrigerator	http://aims.fao.org/aos/agrovoc/c_36496	refrigerators
ENVO:01000583	refrigerator	http://aims.fao.org/aos/agrovoc/c_6485	refrigeration
ENVO:01000600	rainwater	http://aims.fao.org/aos/agrovoc/c_25202	rainwater
ENVO:01000602	truck	http://aims.fao.org/aos/agrovoc/c_7984	trucks
ENVO:01000604	vehicle	http://aims.fao.org/aos/agrovoc/c_8180	vehicles
ENVO:01000606	cart	http://aims.fao.org/aos/agrovoc/c_1345	carts
ENVO:01000608	boat	http://aims.fao.org/aos/agrovoc/c_330920	boats
ENVO:01000610	motor	http://aims.fao.org/aos/agrovoc/c_2571	engineering
ENVO:01000610	motor	http://aims.fao.org/aos/agrovoc/c_2573	engineers
ENVO:01000610	motor	http://aims.fao.org/aos/agrovoc/c_4685	mechanization
ENVO:01000610	motor	http://aims.fao.org/aos/agrovoc/c_4954	engines
ENVO:01000612	taxicab	http://aims.fao.org/aos/agrovoc/c_7627	taxis
ENVO:01000614	bicycle	http://aims.fao.org/aos/agrovoc/c_2056	cycling
ENVO:01000615	motorcycle	http://aims.fao.org/aos/agrovoc/c_2056	cycling
ENVO:01000623	boiling	http://aims.fao.org/aos/agrovoc/c_988	boiling
ENVO:01000624	hydrological condensation process	http://aims.fao.org/aos/agrovoc/c_36228	condensation
ENVO:01000625	manufactured cage	http://aims.fao.org/aos/agrovoc/c_1184	cages
ENVO:01000627	feedlot	http://aims.fao.org/aos/agrovoc/c_2842	feedlots
ENVO:01000628	plant litter	http://aims.fao.org/aos/agrovoc/c_24064	plant litter
ENVO:01000629	climate change	http://aims.fao.org/aos/agrovoc/c_1666	climate change
ENVO:01000634	volcanic eruption	http://aims.fao.org/aos/agrovoc/c_92358	volcanic eruptions
ENVO:01000635	land	http://aims.fao.org/aos/agrovoc/c_4172	land
ENVO:01000637	outer space	http://aims.fao.org/aos/agrovoc/c_330769	space
ENVO:01000653	slum	http://aims.fao.org/aos/agrovoc/c_9001019	slums
ENVO:01000661	tuff	http://aims.fao.org/aos/agrovoc/c_34356	tuff
ENVO:01000662	scoria	http://aims.fao.org/aos/agrovoc/c_15728	ashes
ENVO:01000663	pumice	http://aims.fao.org/aos/agrovoc/c_36851	pumice
ENVO:01000667	geological fracture	http://aims.fao.org/aos/agrovoc/c_3075	fractures
ENVO:01000670	vein	UBERON:0001638	vein
ENVO:01000672	geological joint	UBERON:0000982	skeletal joint
ENVO:01000672	geological joint	UBERON:0004905	articulation
ENVO:01000677	earthquake	http://aims.fao.org/aos/agrovoc/c_2440	earthquakes
ENVO:01000681	sodium chloride salt	CHEBI:24866	salt
ENVO:01000682	glacial abrasion	http://aims.fao.org/aos/agrovoc/c_2273	digestive disorders
ENVO:01000687	coast	http://aims.fao.org/aos/agrovoc/c_1700	coasts
ENVO:01000689	tsunami	http://aims.fao.org/aos/agrovoc/c_92355	tsunamis
ENVO:01000691	avalanche	http://aims.fao.org/aos/agrovoc/c_727	avalanches
ENVO:01000692	landslide process	http://aims.fao.org/aos/agrovoc/c_4187	landslides
ENVO:01000694	geological subsidence	http://aims.fao.org/aos/agrovoc/c_14650	subsidence
ENVO:01000703	hydrological precipitation process	http://aims.fao.org/aos/agrovoc/c_6161	precipitation
ENVO:01000705	soil degradation	http://aims.fao.org/aos/agrovoc/c_7168	soil degradation
ENVO:01000723	melting	http://aims.fao.org/aos/agrovoc/c_4731	melting
ENVO:01000733	stock	http://aims.fao.org/aos/agrovoc/c_28772	stocks
ENVO:01000739	habitat	http://aims.fao.org/aos/agrovoc/c_3456	habitats
ENVO:01000753	air temperature	http://aims.fao.org/aos/agrovoc/c_230	air temperature
ENVO:01000756	vegetable	http://aims.fao.org/aos/agrovoc/c_8174	vegetables
ENVO:01000756	vegetable	http://aims.fao.org/aos/agrovoc/c_8176	vegetation
ENVO:01000757	fruit	http://aims.fao.org/aos/agrovoc/c_3119	fruit
ENVO:01000758	nut	http://aims.fao.org/aos/agrovoc/c_12873	nuts
ENVO:01000759	legume	http://aims.fao.org/aos/agrovoc/c_4255	legumes
ENVO:01000760	cloud	http://aims.fao.org/aos/agrovoc/c_1681	clouds
ENVO:01000763	rural settlement	http://aims.fao.org/aos/agrovoc/c_6706	rural settlement
ENVO:01000768	primary forest	http://aims.fao.org/aos/agrovoc/c_28112	primary forests
ENVO:01000772	rural area	http://aims.fao.org/aos/agrovoc/c_6699	rural areas
ENVO:01000773	village	http://aims.fao.org/aos/agrovoc/c_8252	villages
ENVO:01000779	public infrastructure	http://aims.fao.org/aos/agrovoc/c_26790	infrastructure
ENVO:01000780	public road	http://aims.fao.org/aos/agrovoc/c_25060	public roads
ENVO:02000001	textile	http://aims.fao.org/aos/agrovoc/c_7697	textiles
ENVO:02000007	tissue culture	http://aims.fao.org/aos/agrovoc/c_7789	tissue culture
ENVO:02000008	cell culture	http://aims.fao.org/aos/agrovoc/c_7178	cell culture
ENVO:02000010	organ culture	http://aims.fao.org/aos/agrovoc/c_24574	organ culture
ENVO:02000011	buffalo milk	http://aims.fao.org/aos/agrovoc/c_16076	buffalo milk
ENVO:02000012	camel milk	http://aims.fao.org/aos/agrovoc/c_16077	camel milk
ENVO:02000019	bodily fluid	UBERON:0006314	bodily fluid
ENVO:02000020	blood	UBERON:0000178	blood
ENVO:02000020	blood	http://aims.fao.org/aos/agrovoc/c_959	blood
ENVO:02000021	amniotic fluid	UBERON:0000173	amniotic fluid
ENVO:02000021	amniotic fluid	http://aims.fao.org/aos/agrovoc/c_34211	amniotic fluid
ENVO:02000022	excreta	UBERON:0000174	excreta
ENVO:02000022	excreta	http://aims.fao.org/aos/agrovoc/c_2749	excreta
ENVO:02000023	bile	UBERON:0001970	bile
ENVO:02000023	bile	http://aims.fao.org/aos/agrovoc/c_902	bile
ENVO:02000024	aqueous humour	UBERON:0001796	aqueous humor of eyeball
ENVO:02000025	sweat	http://aims.fao.org/aos/agrovoc/c_7548	sweat
ENVO:02000026	chyme	UBERON:0000910	chyme
ENVO:02000026	chyme	http://aims.fao.org/aos/agrovoc/c_9852	chyme
ENVO:02000027	blood plasma	UBERON:0001969	blood plasma
ENVO:02000027	blood plasma	http://aims.fao.org/aos/agrovoc/c_9320	blood plasma
ENVO:02000029	cerebrospinal fluid	UBERON:0001359	cerebrospinal fluid
ENVO:02000029	cerebrospinal fluid	http://aims.fao.org/aos/agrovoc/c_1475	cerebrospinal fluid
ENVO:02000030	chyle	UBERON:0000911	chyle
ENVO:02000030	chyle	http://aims.fao.org/aos/agrovoc/c_9851	chyle
ENVO:02000032	vitreous humor	UBERON:0001797	vitreous humor
ENVO:02000032	vitreous humor	UBERON:0001798	vitreous body
ENVO:02000033	pleural effusion	UBERON:0000175	pleural effusion
ENVO:02000034	tears	http://aims.fao.org/aos/agrovoc/c_7641	tears
ENVO:02000035	oronasal secretion	UBERON:0000176	oronasal secretion
ENVO:02000036	saliva	UBERON:0001836	saliva
ENVO:02000036	saliva	http://aims.fao.org/aos/agrovoc/c_6752	saliva
ENVO:02000037	sebum	UBERON:0001866	sebum
ENVO:02000037	sebum	http://aims.fao.org/aos/agrovoc/c_6917	sebum
ENVO:02000039	synovial fluid	UBERON:0001090	synovial fluid
ENVO:02000039	synovial fluid	http://aims.fao.org/aos/agrovoc/c_7573	synovial fluid
ENVO:02000040	mucus	UBERON:0000912	mucus
ENVO:02000040	mucus	http://aims.fao.org/aos/agrovoc/c_4972	mucus
ENVO:02000041	lymph	UBERON:0002391	lymph
ENVO:02000041	lymph	http://aims.fao.org/aos/agrovoc/c_4481	lymph
ENVO:02000042	interstitial fluid	UBERON:0000913	interstitial fluid
ENVO:02000043	biological product	http://aims.fao.org/aos/agrovoc/c_36649	biological production
ENVO:02000047	animal feed	http://aims.fao.org/aos/agrovoc/c_429	animal feeding
ENVO:02000050	spinach	http://aims.fao.org/aos/agrovoc/c_14508	spinach
ENVO:02000054	bone meal	http://aims.fao.org/aos/agrovoc/c_1000	bone meal
ENVO:02000056	egg product	http://aims.fao.org/aos/agrovoc/c_2498	egg production
ENVO:02000056	egg product	http://aims.fao.org/aos/agrovoc/c_2499	egg products
ENVO:02000060	apple cider	http://aims.fao.org/aos/agrovoc/c_1617	ciders
ENVO:02000063	cake	http://aims.fao.org/aos/agrovoc/c_1186	cakes
ENVO:02000063	cake	http://aims.fao.org/aos/agrovoc/c_28520	caking
ENVO:02000065	chocolate	http://aims.fao.org/aos/agrovoc/c_1582	chocolate
ENVO:02000072	mushroom	http://aims.fao.org/aos/agrovoc/c_2487	edible fungi
ENVO:02000074	cantaloupe	http://aims.fao.org/aos/agrovoc/c_12487	melons
ENVO:02000074	cantaloupe	http://aims.fao.org/aos/agrovoc/c_12714	muskmelons
ENVO:02000077	salad dressing	http://aims.fao.org/aos/agrovoc/c_14029	salad dressings
ENVO:02500001	desertification	http://aims.fao.org/aos/agrovoc/c_2204	desertification
ENVO:02500002	flooding	http://aims.fao.org/aos/agrovoc/c_2980	flooding
ENVO:02500004	greenhouse effect	http://aims.fao.org/aos/agrovoc/c_15585	greenhouse effect
ENVO:02500005	land degradation	http://aims.fao.org/aos/agrovoc/c_34823	land degradation
ENVO:02500009	biogeochemical cycling	http://aims.fao.org/aos/agrovoc/c_32983	biogeochemical cycle
ENVO:02500010	carbon cycling	http://aims.fao.org/aos/agrovoc/c_17299	carbon cycle
ENVO:02500011	afforestation	http://aims.fao.org/aos/agrovoc/c_162	afforestation
ENVO:02500012	deforestation	http://aims.fao.org/aos/agrovoc/c_15590	deforestation
ENVO:02500013	reforestation	http://aims.fao.org/aos/agrovoc/c_13802	reforestation
ENVO:02500019	alga	http://aims.fao.org/aos/agrovoc/c_258	Algae
ENVO:02500028	erosion	http://aims.fao.org/aos/agrovoc/c_2651	erosion
ENVO:02500032	revegetation	http://aims.fao.org/aos/agrovoc/c_26815	revegetation
ENVO:02500033	evapotranspiration	http://aims.fao.org/aos/agrovoc/c_2741	evapotranspiration
ENVO:02500034	evaporation	http://aims.fao.org/aos/agrovoc/c_2739	evaporation
ENVO:02500035	transpiration	http://aims.fao.org/aos/agrovoc/c_7871	transpiration
ENVO:02500036	environmental pollution	http://aims.fao.org/aos/agrovoc/c_6077	pollution
ENVO:02500037	air pollution	http://aims.fao.org/aos/agrovoc/c_228	air pollution
ENVO:02500038	soil pollution	http://aims.fao.org/aos/agrovoc/c_7183	soil pollution
ENVO:02500039	water pollution	http://aims.fao.org/aos/agrovoc/c_8321	water pollution
ENVO:02500041	environmental monitoring	http://aims.fao.org/aos/agrovoc/c_37876	environmental monitoring
ENVO:02500042	pollution control	http://aims.fao.org/aos/agrovoc/c_6078	pollution control
ENVO:09200001	temperature of air	http://aims.fao.org/aos/agrovoc/c_230	air temperature
ENVO:1000745	drought	http://aims.fao.org/aos/agrovoc/c_2391	drought
ENVO:2000001	creosote	http://aims.fao.org/aos/agrovoc/c_10158	creosote
ENVO:2000004	algal bloom	http://aims.fao.org/aos/agrovoc/c_32365	plankton blooms
GO:0008150	biological_process	http://aims.fao.org/aos/agrovoc/c_330999	biological processes
GO:0040011	locomotion	http://aims.fao.org/aos/agrovoc/c_4413	locomotion
NCBITaxon:1	root	PO:0009005	root
NCBITaxon:13100	Juniperus	http://aims.fao.org/aos/agrovoc/c_4062	Juniperus
NCBITaxon:131567	cellular organisms	http://aims.fao.org/aos/agrovoc/c_930	biota
NCBITaxon:13468	Cupressus	http://aims.fao.org/aos/agrovoc/c_2026	Cupressus
NCBITaxon:2759	Eukaryota	http://aims.fao.org/aos/agrovoc/c_330944	Eukaryota
NCBITaxon:314295	Hominoidea	http://aims.fao.org/aos/agrovoc/c_8867	apes
NCBITaxon:3193	Embryophyta	http://aims.fao.org/aos/agrovoc/c_330288	Embryophyta
NCBITaxon:3193	Embryophyta	http://aims.fao.org/aos/agrovoc/c_5993	plants
NCBITaxon:3313	Pinidae	http://aims.fao.org/aos/agrovoc/c_330348	Pinales
