BFO:0000003	occurrent	PATO:0000057	occurrence
NCBITaxon:33208	Metazoa	http://aims.fao.org/aos/agrovoc/c_330938	Animalia
NCBITaxon:33208	Metazoa	http://aims.fao.org/aos/agrovoc/c_444	animals
NCBITaxon:3367	Cupressaceae	http://aims.fao.org/aos/agrovoc/c_2025	Cupressaceae
NCBITaxon:3398	Magnoliophyta	http://aims.fao.org/aos/agrovoc/c_330268	Magnoliophyta
NCBITaxon:3398	Magnoliophyta	http://aims.fao.org/aos/agrovoc/c_413	angiosperms
NCBITaxon:40551	Arecales	http://aims.fao.org/aos/agrovoc/c_330576	Arecales
NCBITaxon:40674	Mammalia	http://aims.fao.org/aos/agrovoc/c_12358	Mammalia
NCBITaxon:40674	Mammalia	http://aims.fao.org/aos/agrovoc/c_4560	mammals
NCBITaxon:4447	Liliopsida	http://aims.fao.org/aos/agrovoc/c_330109	Liliopsida
NCBITaxon:4447	Liliopsida	http://aims.fao.org/aos/agrovoc/c_4914	monocotyledons
NCBITaxon:4710	Arecaceae	http://aims.fao.org/aos/agrovoc/c_15807	Arecaceae
NCBITaxon:51952	Elaeis	http://aims.fao.org/aos/agrovoc/c_32975	Elaeis
NCBITaxon:51953	Elaeis guineensis	http://aims.fao.org/aos/agrovoc/c_2509	Elaeis guineensis
NCBITaxon:58023	Tracheophyta	http://aims.fao.org/aos/agrovoc/c_7838	Tracheophyta
NCBITaxon:58024	Spermatophyta	http://aims.fao.org/aos/agrovoc/c_7286	Spermatophyta
NCBITaxon:7711	Chordata	http://aims.fao.org/aos/agrovoc/c_1588	Chordata
NCBITaxon:7742	Vertebrata <Metazoa>	http://aims.fao.org/aos/agrovoc/c_331312	Vertebrata
NCBITaxon:7742	Vertebrata <Metazoa>	http://aims.fao.org/aos/agrovoc/c_8196	vertebrates
NCBITaxon:9443	Primates	http://aims.fao.org/aos/agrovoc/c_6181	primates
NCBITaxon:9606	Homo sapiens	http://aims.fao.org/aos/agrovoc/c_4586	mankind
PATO:0000001	quality	BFO:0000019	quality
PATO:0000001	quality	http://aims.fao.org/aos/agrovoc/c_6400	quality
PATO:0000011	age	http://aims.fao.org/aos/agrovoc/c_186	age
PATO:0000011	age	http://aims.fao.org/aos/agrovoc/c_28630	age structure
PATO:0000025	composition	http://aims.fao.org/aos/agrovoc/c_331025	composition
PATO:0000033	concentration of	http://aims.fao.org/aos/agrovoc/c_1800	concentrates
PATO:0000033	concentration of	http://aims.fao.org/aos/agrovoc/c_1801	concentrating
PATO:0000048	hardness	http://aims.fao.org/aos/agrovoc/c_25422	firmness
PATO:0000051	morphology	http://aims.fao.org/aos/agrovoc/c_49903	morphology
PATO:0000057	occurrence	BFO:0000003	occurrent
PATO:0000058	odor	http://aims.fao.org/aos/agrovoc/c_14344	smell
PATO:0000117	size	http://aims.fao.org/aos/agrovoc/c_7093	size
PATO:0000122	length	http://aims.fao.org/aos/agrovoc/c_4260	length
PATO:0000125	mass	http://aims.fao.org/aos/agrovoc/c_4639	mass
PATO:0000136	closure	http://aims.fao.org/aos/agrovoc/c_28373	closures
PATO:0000141	structure	http://aims.fao.org/aos/agrovoc/c_330905	structures
PATO:0000146	temperature	http://aims.fao.org/aos/agrovoc/c_7657	temperature
PATO:0000165	time	http://aims.fao.org/aos/agrovoc/c_7778	time
PATO:0000169	viability	http://aims.fao.org/aos/agrovoc/c_8210	viability
PATO:0000402	branched	http://aims.fao.org/aos/agrovoc/c_1057	branching
PATO:0000402	branched	http://aims.fao.org/aos/agrovoc/c_23995	branches
PATO:0000407	flat	ENVO:00000241	tidal mudflat
PATO:0000622	erect	http://aims.fao.org/aos/agrovoc/c_2636	erectness
PATO:0000918	volume	http://aims.fao.org/aos/agrovoc/c_8288	volume
PATO:0000970	permeability	http://aims.fao.org/aos/agrovoc/c_5718	permeability
PATO:0000973	porosity	http://aims.fao.org/aos/agrovoc/c_13520	porosity
PATO:0000992	viscosity	http://aims.fao.org/aos/agrovoc/c_15219	viscosity
PATO:0001025	pressure	http://aims.fao.org/aos/agrovoc/c_6174	pressure
PATO:0001029	efficiency	http://aims.fao.org/aos/agrovoc/c_2491	efficiency
PATO:0001159	concentrated	http://aims.fao.org/aos/agrovoc/c_1800	concentrates
PATO:0001159	concentrated	http://aims.fao.org/aos/agrovoc/c_1801	concentrating
PATO:0001230	strength	http://aims.fao.org/aos/agrovoc/c_7445	strength
PATO:0001236	process quality	http://aims.fao.org/aos/agrovoc/c_29772	processing quality
PATO:0001323	area	http://aims.fao.org/aos/agrovoc/c_330588	area
PATO:0001429	acidic	CHEBI:37527	acid
PATO:0001429	acidic	http://aims.fao.org/aos/agrovoc/c_92	acids
PATO:0001430	alkaline	http://aims.fao.org/aos/agrovoc/c_35355	alkalinization
PATO:0001430	alkaline	http://aims.fao.org/aos/agrovoc/c_8721	alkalinity
PATO:0001432	decayed	http://aims.fao.org/aos/agrovoc/c_27464	biodeterioration
PATO:0001481	sloped	ENVO:00002000	slope
PATO:0001509	functionality	BFO:0000034	function
PATO:0001510	functional	BFO:0000034	function
PATO:0001536	solubility	http://aims.fao.org/aos/agrovoc/c_7233	solubility
PATO:0001566	distributed	http://aims.fao.org/aos/agrovoc/c_2338	economic distribution
PATO:0001574	flow rate	http://aims.fao.org/aos/agrovoc/c_2989	flow rate
PATO:0001595	depth	http://aims.fao.org/aos/agrovoc/c_2190	depth
PATO:0001655	osmolarity	http://aims.fao.org/aos/agrovoc/c_35835	osmolality
PATO:0001687	elevation	ENVO:00000176	elevation
PATO:0001741	radioactive	http://aims.fao.org/aos/agrovoc/c_6426	radioactivity
PATO:0001789	domed	ENVO:00000477	mount
PATO:0001824	dry	http://aims.fao.org/aos/agrovoc/c_2402	drying
PATO:0001842	acidity	http://aims.fao.org/aos/agrovoc/c_8601	acidity
PATO:0001884	hydrophobicity	http://aims.fao.org/aos/agrovoc/c_33502	hydrophobicity
PATO:0001986	dissolved	http://aims.fao.org/aos/agrovoc/c_2335	dissolving
PATO:0002067	stratification	http://aims.fao.org/aos/agrovoc/c_7438	stratification
PCO:0000001	population	http://aims.fao.org/aos/agrovoc/c_330887	population
PCO:0000001	population	http://aims.fao.org/aos/agrovoc/c_6115	population structure
PO:0000003	whole plant	http://aims.fao.org/aos/agrovoc/c_15672	genets
PO:0000003	whole plant	http://aims.fao.org/aos/agrovoc/c_1769	colonialism
PO:0000003	whole plant	http://aims.fao.org/aos/agrovoc/c_26823	shrubs
PO:0000003	whole plant	http://aims.fao.org/aos/agrovoc/c_3222	genetics
PO:0000003	whole plant	http://aims.fao.org/aos/agrovoc/c_6945	seedlings
PO:0000003	whole plant	http://aims.fao.org/aos/agrovoc/c_7887	trees
PO:0009005	root	NCBITaxon:1	root
PO:0009011	plant structure	http://aims.fao.org/aos/agrovoc/c_13439	plant structure
PO:0025025	root system	http://aims.fao.org/aos/agrovoc/c_16034	root systems
RO:0002577	system	UBERON:0000467	anatomical system
UBERON:0000002	uterine cervix	http://aims.fao.org/aos/agrovoc/c_9717	uterine cervix
UBERON:0000004	nose	http://aims.fao.org/aos/agrovoc/c_5237	nose
UBERON:0000007	pituitary gland	http://aims.fao.org/aos/agrovoc/c_5939	pituitary gland
UBERON:0000014	zone of skin	http://aims.fao.org/aos/agrovoc/c_7097	skin
UBERON:0000019	camera-type eye	http://aims.fao.org/aos/agrovoc/c_2771	eyes
UBERON:0000022	feather	http://aims.fao.org/aos/agrovoc/c_2822	feathers
UBERON:0000025	tube	ENVO:01000579	television set
UBERON:0000029	lymph node	http://aims.fao.org/aos/agrovoc/c_12287	lymph nodes
UBERON:0000033	head	http://aims.fao.org/aos/agrovoc/c_3509	head
UBERON:0000042	serous membrane	http://aims.fao.org/aos/agrovoc/c_6984	serosa
UBERON:0000043	tendon	http://aims.fao.org/aos/agrovoc/c_7663	tendons
UBERON:0000045	ganglion	http://aims.fao.org/aos/agrovoc/c_3187	ganglia
UBERON:0000056	ureter	http://aims.fao.org/aos/agrovoc/c_8095	ureter
UBERON:0000057	urethra	http://aims.fao.org/aos/agrovoc/c_8096	urethra
UBERON:0000059	large intestine	http://aims.fao.org/aos/agrovoc/c_23815	large intestine
UBERON:0000060	anatomical wall	http://aims.fao.org/aos/agrovoc/c_8297	walls
UBERON:0000061	anatomical structure	CARO:0000003	anatomical structure
UBERON:0000062	organ	ENVO:01000162	organ
UBERON:0000079	male reproductive system	http://aims.fao.org/aos/agrovoc/c_4536	male genital system
UBERON:0000088	trophoblast	http://aims.fao.org/aos/agrovoc/c_25388	animal embryos
UBERON:0000094	membrane organ	http://aims.fao.org/aos/agrovoc/c_28457	membranes
UBERON:0000119	cell layer	ENVO:01000281	layer
UBERON:0000125	neural nucleus	http://aims.fao.org/aos/agrovoc/c_5260	nucleus
UBERON:0000158	membranous layer	http://aims.fao.org/aos/agrovoc/c_28457	membranes
UBERON:0000159	anal canal	http://aims.fao.org/aos/agrovoc/c_520	anus
UBERON:0000160	intestine	http://aims.fao.org/aos/agrovoc/c_3924	intestines
UBERON:0000162	cloaca	http://aims.fao.org/aos/agrovoc/c_9901	cloaca
UBERON:0000165	mouth	ENVO:00000479	mouth
UBERON:0000165	mouth	http://aims.fao.org/aos/agrovoc/c_4960	mouth
UBERON:0000170	pair of lungs	http://aims.fao.org/aos/agrovoc/c_4462	lungs
UBERON:0000172	vomit	ENVO:00000338	vomit
UBERON:0000173	amniotic fluid	ENVO:02000021	amniotic fluid
UBERON:0000173	amniotic fluid	http://aims.fao.org/aos/agrovoc/c_34211	amniotic fluid
UBERON:0000174	excreta	ENVO:02000022	excreta
UBERON:0000174	excreta	http://aims.fao.org/aos/agrovoc/c_2749	excreta
UBERON:0000175	pleural effusion	ENVO:02000033	pleural effusion
UBERON:0000176	oronasal secretion	ENVO:02000035	oronasal secretion
UBERON:0000178	blood	ENVO:02000020	blood
UBERON:0000178	blood	http://aims.fao.org/aos/agrovoc/c_959	blood
UBERON:0000211	ligament	http://aims.fao.org/aos/agrovoc/c_4319	ligaments
UBERON:0000305	amnion	http://aims.fao.org/aos/agrovoc/c_8771	amnion
UBERON:0000310	breast	http://aims.fao.org/aos/agrovoc/c_4562	mammary glands
UBERON:0000323	late embryo	http://aims.fao.org/aos/agrovoc/c_3006	foetus
UBERON:0000344	mucosa	http://aims.fao.org/aos/agrovoc/c_4967	mucous membrane
UBERON:0000353	parenchyma	http://aims.fao.org/aos/agrovoc/c_5582	parenchyma
UBERON:0000358	blastocyst	http://aims.fao.org/aos/agrovoc/c_31776	Blastocystis
UBERON:0000456	bodily secretion	http://aims.fao.org/aos/agrovoc/c_6922	secretion
UBERON:0000464	anatomical space	http://aims.fao.org/aos/agrovoc/c_330769	space
UBERON:0000465	material anatomical entity	CARO:0000006	material anatomical entity
UBERON:0000467	anatomical system	RO:0002577	system
UBERON:0000468	multicellular organism	http://aims.fao.org/aos/agrovoc/c_31917	animal structure
UBERON:0000473	testis	http://aims.fao.org/aos/agrovoc/c_37146	Orchis
UBERON:0000473	testis	http://aims.fao.org/aos/agrovoc/c_7682	testes
UBERON:0000474	female reproductive system	http://aims.fao.org/aos/agrovoc/c_2850	female genital system
UBERON:0000475	organism subdivision	http://aims.fao.org/aos/agrovoc/c_50164	bodies
UBERON:0000475	organism subdivision	http://aims.fao.org/aos/agrovoc/c_981	body parts
UBERON:0000475	organism subdivision	http://aims.fao.org/aos/agrovoc/c_982	body regions
UBERON:0000479	tissue	http://aims.fao.org/aos/agrovoc/c_49880	tissue
UBERON:0000483	epithelium	http://aims.fao.org/aos/agrovoc/c_2624	epithelium
UBERON:0000910	chyme	ENVO:02000026	chyme
UBERON:0000910	chyme	http://aims.fao.org/aos/agrovoc/c_9852	chyme
UBERON:0000911	chyle	ENVO:02000030	chyle
UBERON:0000911	chyle	http://aims.fao.org/aos/agrovoc/c_9851	chyle
UBERON:0000912	mucus	ENVO:02000040	mucus
UBERON:0000912	mucus	http://aims.fao.org/aos/agrovoc/c_4972	mucus
UBERON:0000913	interstitial fluid	ENVO:02000042	interstitial fluid
UBERON:0000915	thoracic segment of trunk	http://aims.fao.org/aos/agrovoc/c_7735	thorax
UBERON:0000916	abdomen	http://aims.fao.org/aos/agrovoc/c_9	abdomen
UBERON:0000922	embryo	http://aims.fao.org/aos/agrovoc/c_50199	development organizations
UBERON:0000945	stomach	http://aims.fao.org/aos/agrovoc/c_7422	stomach
UBERON:0000947	aorta	http://aims.fao.org/aos/agrovoc/c_33939	aorta
UBERON:0000948	heart	http://aims.fao.org/aos/agrovoc/c_3516	heart
UBERON:0000955	brain	http://aims.fao.org/aos/agrovoc/c_1053	brain
UBERON:0000964	cornea	http://aims.fao.org/aos/agrovoc/c_10112	cornea
UBERON:0000965	lens of camera-type eye	http://aims.fao.org/aos/agrovoc/c_12137	eye lens
UBERON:0000965	lens of camera-type eye	http://aims.fao.org/aos/agrovoc/c_24043	Lens
UBERON:0000966	retina	http://aims.fao.org/aos/agrovoc/c_13899	retina
UBERON:0000974	neck	http://aims.fao.org/aos/agrovoc/c_5097	neck
UBERON:0000977	pleura	http://aims.fao.org/aos/agrovoc/c_6014	pleura
UBERON:0000978	leg	http://aims.fao.org/aos/agrovoc/c_12129	legs
UBERON:0000979	tibia	http://aims.fao.org/aos/agrovoc/c_14885	tibia
UBERON:0000981	femur	http://aims.fao.org/aos/agrovoc/c_10785	femur
UBERON:0000982	skeletal joint	ENVO:01000672	geological joint
UBERON:0000989	penis	http://aims.fao.org/aos/agrovoc/c_5673	penis
UBERON:0000990	reproductive system	http://aims.fao.org/aos/agrovoc/c_27961	genitalia
UBERON:0000991	gonad	http://aims.fao.org/aos/agrovoc/c_34291	gonads
UBERON:0000992	female gonad	http://aims.fao.org/aos/agrovoc/c_5456	ovaries
UBERON:0000993	oviduct	http://aims.fao.org/aos/agrovoc/c_5461	oviducts
UBERON:0000995	uterus	http://aims.fao.org/aos/agrovoc/c_8125	uterus
UBERON:0000996	vagina	http://aims.fao.org/aos/agrovoc/c_8142	vagina
UBERON:0000998	seminal vesicle	http://aims.fao.org/aos/agrovoc/c_24416	vesicular glands
UBERON:0001004	respiratory system	http://aims.fao.org/aos/agrovoc/c_6531	respiratory system
UBERON:0001007	digestive system	http://aims.fao.org/aos/agrovoc/c_2275	digestive system
UBERON:0001008	renal system	http://aims.fao.org/aos/agrovoc/c_8099	urinary tract
UBERON:0001013	adipose tissue	http://aims.fao.org/aos/agrovoc/c_129	adipose tissue
UBERON:0001015	musculature	http://aims.fao.org/aos/agrovoc/c_5003	muscles
UBERON:0001016	nervous system	http://aims.fao.org/aos/agrovoc/c_5138	nervous system
UBERON:0001017	central nervous system	http://aims.fao.org/aos/agrovoc/c_1438	central nervous system
UBERON:0001021	nerve	http://aims.fao.org/aos/agrovoc/c_5137	nerves
UBERON:0001032	sensory system	http://aims.fao.org/aos/agrovoc/c_6971	sense organs
UBERON:0001037	strand of hair	http://aims.fao.org/aos/agrovoc/c_3471	hair
UBERON:0001040	yolk sac	http://aims.fao.org/aos/agrovoc/c_15464	yolk sac
UBERON:0001043	esophagus	http://aims.fao.org/aos/agrovoc/c_5319	oesophagus
UBERON:0001044	saliva-secreting gland	http://aims.fao.org/aos/agrovoc/c_6753	salivary glands
UBERON:0001048	primordium	http://aims.fao.org/aos/agrovoc/c_1132	budding
UBERON:0001048	primordium	http://aims.fao.org/aos/agrovoc/c_1135	buds
UBERON:0001052	rectum	http://aims.fao.org/aos/agrovoc/c_13772	rectum
UBERON:0001054	Malpighian tubule	http://aims.fao.org/aos/agrovoc/c_16568	malpighian tubules
UBERON:0001066	intervertebral disk	http://aims.fao.org/aos/agrovoc/c_11814	intervertebral disks
UBERON:0001074	pericardial cavity	http://aims.fao.org/aos/agrovoc/c_13240	pericardial cavity
UBERON:0001088	urine	ENVO:00002047	urine
UBERON:0001088	urine	http://aims.fao.org/aos/agrovoc/c_8103	urine
UBERON:0001090	synovial fluid	ENVO:02000039	synovial fluid
UBERON:0001090	synovial fluid	http://aims.fao.org/aos/agrovoc/c_7573	synovial fluid
UBERON:0001130	vertebral column	http://aims.fao.org/aos/agrovoc/c_7306	spine
UBERON:0001132	parathyroid gland	http://aims.fao.org/aos/agrovoc/c_5580	parathyroid gland
UBERON:0001133	cardiac muscle tissue	http://aims.fao.org/aos/agrovoc/c_34055	myocardium
UBERON:0001136	mesothelium	http://aims.fao.org/aos/agrovoc/c_6984	serosa
UBERON:0001137	dorsum	http://aims.fao.org/aos/agrovoc/c_762	back
UBERON:0001153	caecum	http://aims.fao.org/aos/agrovoc/c_9683	cecum
UBERON:0001155	colon	http://aims.fao.org/aos/agrovoc/c_10010	colon
UBERON:0001166	pylorus	http://aims.fao.org/aos/agrovoc/c_13687	pylorus
UBERON:0001211	Peyer's patch	http://aims.fao.org/aos/agrovoc/c_34879	peyer patches
UBERON:0001224	renal pelvis	http://aims.fao.org/aos/agrovoc/c_13807	renal pelvis
UBERON:0001235	adrenal cortex	http://aims.fao.org/aos/agrovoc/c_10121	adrenal cortex
UBERON:0001255	urinary bladder	http://aims.fao.org/aos/agrovoc/c_949	bladder
UBERON:0001264	pancreas	http://aims.fao.org/aos/agrovoc/c_5526	pancreas
UBERON:0001295	endometrium	http://aims.fao.org/aos/agrovoc/c_10601	endometrium
UBERON:0001296	myometrium	http://aims.fao.org/aos/agrovoc/c_12748	myometrium
UBERON:0001301	epididymis	http://aims.fao.org/aos/agrovoc/c_10635	epididymis
UBERON:0001305	ovarian follicle	http://aims.fao.org/aos/agrovoc/c_32465	ovarian follicles
UBERON:0001348	brown adipose tissue	http://aims.fao.org/aos/agrovoc/c_9455	brown adipose tissue
UBERON:0001352	external acoustic meatus	http://aims.fao.org/aos/agrovoc/c_8999	auditory meatus
UBERON:0001359	cerebrospinal fluid	ENVO:02000029	cerebrospinal fluid
UBERON:0001359	cerebrospinal fluid	http://aims.fao.org/aos/agrovoc/c_1475	cerebrospinal fluid
UBERON:0001443	chest	http://aims.fao.org/aos/agrovoc/c_7735	thorax
UBERON:0001460	arm	ENVO:00000475	inlet
UBERON:0001473	lymphatic vessel	http://aims.fao.org/aos/agrovoc/c_12290	lymphatic vessels
UBERON:0001474	bone element	http://aims.fao.org/aos/agrovoc/c_1001	bones
UBERON:0001555	digestive tract	ENVO:00000029	watercourse
UBERON:0001637	artery	http://aims.fao.org/aos/agrovoc/c_8948	arteries
UBERON:0001638	vein	ENVO:01000670	vein
UBERON:0001690	ear	http://aims.fao.org/aos/agrovoc/c_2436	ears
UBERON:0001707	nasal cavity	http://aims.fao.org/aos/agrovoc/c_12772	nasal cavity
UBERON:0001711	eyelid	http://aims.fao.org/aos/agrovoc/c_10720	eyelids
UBERON:0001723	tongue	http://aims.fao.org/aos/agrovoc/c_7809	tongue
UBERON:0001753	cementum	http://aims.fao.org/aos/agrovoc/c_1426	cement
UBERON:0001769	iris	http://aims.fao.org/aos/agrovoc/c_3947	Iris
UBERON:0001796	aqueous humor of eyeball	ENVO:02000024	aqueous humour
UBERON:0001797	vitreous humor	ENVO:02000032	vitreous humor
UBERON:0001798	vitreous body	ENVO:02000032	vitreous humor
UBERON:0001811	conjunctiva	http://aims.fao.org/aos/agrovoc/c_10074	conjunctiva
UBERON:0001820	sweat gland	http://aims.fao.org/aos/agrovoc/c_14720	sweat glands
UBERON:0001821	sebaceous gland	http://aims.fao.org/aos/agrovoc/c_14155	sebaceous glands
UBERON:0001828	gingiva	http://aims.fao.org/aos/agrovoc/c_11159	gingiva
UBERON:0001828	gingiva	http://aims.fao.org/aos/agrovoc/c_3441	gums
UBERON:0001836	saliva	ENVO:02000036	saliva
UBERON:0001836	saliva	http://aims.fao.org/aos/agrovoc/c_6752	saliva
UBERON:0001851	cortex	http://aims.fao.org/aos/agrovoc/c_1908	cortex
UBERON:0001866	sebum	ENVO:02000037	sebum
UBERON:0001866	sebum	http://aims.fao.org/aos/agrovoc/c_6917	sebum
UBERON:0001886	choroid plexus	http://aims.fao.org/aos/agrovoc/c_13460	choroid plexus
UBERON:0001893	telencephalon	http://aims.fao.org/aos/agrovoc/c_9713	cerebrum
UBERON:0001896	medulla oblongata	http://aims.fao.org/aos/agrovoc/c_12476	medulla oblongata
UBERON:0001898	hypothalamus	http://aims.fao.org/aos/agrovoc/c_11691	hypothalamus
UBERON:0001911	mammary gland	http://aims.fao.org/aos/agrovoc/c_4562	mammary glands
UBERON:0001913	milk	ENVO:0010129	milk
UBERON:0001913	milk	http://aims.fao.org/aos/agrovoc/c_4826	milk
UBERON:0001954	Ammon's horn	http://aims.fao.org/aos/agrovoc/c_41730	Hippocampus hippocampus
UBERON:0001961	mucosa-associated lymphoid tissue	http://aims.fao.org/aos/agrovoc/c_4547	malt
UBERON:0001969	blood plasma	ENVO:02000027	blood plasma
UBERON:0001969	blood plasma	http://aims.fao.org/aos/agrovoc/c_9320	blood plasma
UBERON:0001970	bile	ENVO:02000023	bile
UBERON:0001970	bile	http://aims.fao.org/aos/agrovoc/c_902	bile
UBERON:0001987	placenta	http://aims.fao.org/aos/agrovoc/c_5944	placenta
UBERON:0001988	feces	ENVO:00002003	feces
UBERON:0001988	feces	http://aims.fao.org/aos/agrovoc/c_2772	faeces
UBERON:0002037	cerebellum	http://aims.fao.org/aos/agrovoc/c_9711	cerebellum
UBERON:0002046	thyroid gland	http://aims.fao.org/aos/agrovoc/c_7753	thyroid gland
UBERON:0002050	embryonic structure	http://aims.fao.org/aos/agrovoc/c_331448	embryonic structures
UBERON:0002067	dermis	http://aims.fao.org/aos/agrovoc/c_7097	skin
UBERON:0002082	cardiac ventricle	http://aims.fao.org/aos/agrovoc/c_37346	heart ventricles
UBERON:0002100	trunk	http://aims.fao.org/aos/agrovoc/c_15017	trunks
UBERON:0002101	limb	http://aims.fao.org/aos/agrovoc/c_4338	limbs
UBERON:0002106	spleen	http://aims.fao.org/aos/agrovoc/c_7314	spleen
UBERON:0002107	liver	http://aims.fao.org/aos/agrovoc/c_4395	liver
UBERON:0002108	small intestine	http://aims.fao.org/aos/agrovoc/c_23814	small intestine
UBERON:0002110	gall bladder	http://aims.fao.org/aos/agrovoc/c_3173	gall bladder
UBERON:0002113	kidney	http://aims.fao.org/aos/agrovoc/c_4099	kidneys
UBERON:0002114	duodenum	http://aims.fao.org/aos/agrovoc/c_10486	duodenum
UBERON:0002115	jejunum	http://aims.fao.org/aos/agrovoc/c_11900	jejunum
UBERON:0002116	ileum	http://aims.fao.org/aos/agrovoc/c_11704	ileum
UBERON:0002169	alveolar sac	http://aims.fao.org/aos/agrovoc/c_229	air sacs
UBERON:0002185	bronchus	http://aims.fao.org/aos/agrovoc/c_1110	bronchi
UBERON:0002196	adenohypophysis	http://aims.fao.org/aos/agrovoc/c_8620	adenohypophysis
UBERON:0002198	neurohypophysis	http://aims.fao.org/aos/agrovoc/c_12807	neurohypophysis
UBERON:0002199	integument	http://aims.fao.org/aos/agrovoc/c_3904	integument
UBERON:0002204	musculoskeletal system	http://aims.fao.org/aos/agrovoc/c_5005	musculoskeletal system
UBERON:0002240	spinal cord	http://aims.fao.org/aos/agrovoc/c_7305	spinal cord
UBERON:0002268	olfactory organ	http://aims.fao.org/aos/agrovoc/c_5344	olfactory organs
UBERON:0002299	alveolus of lung	http://aims.fao.org/aos/agrovoc/c_8746	alveoli
UBERON:0002323	coelemic cavity lumen	http://aims.fao.org/aos/agrovoc/c_978	body cavities
UBERON:0002349	myocardium	http://aims.fao.org/aos/agrovoc/c_34055	myocardium
UBERON:0002355	pelvic region of trunk	http://aims.fao.org/aos/agrovoc/c_5666	pelvis
UBERON:0002358	peritoneum	http://aims.fao.org/aos/agrovoc/c_5712	peritoneum
UBERON:0002363	dura mater	http://aims.fao.org/aos/agrovoc/c_10487	dura mater
UBERON:0002364	tympanic membrane	http://aims.fao.org/aos/agrovoc/c_15044	tympanic membrane
UBERON:0002365	exocrine gland	http://aims.fao.org/aos/agrovoc/c_27975	exocrine glands
UBERON:0002367	prostate gland	http://aims.fao.org/aos/agrovoc/c_24407	prostate
UBERON:0002368	endocrine gland	http://aims.fao.org/aos/agrovoc/c_2559	endocrine glands
UBERON:0002369	adrenal gland	http://aims.fao.org/aos/agrovoc/c_135	adrenal glands
UBERON:0002370	thymus	http://aims.fao.org/aos/agrovoc/c_14878	thymus gland
UBERON:0002371	bone marrow	http://aims.fao.org/aos/agrovoc/c_998	bone marrow
UBERON:0002372	tonsil	http://aims.fao.org/aos/agrovoc/c_14923	tonsillitis
UBERON:0002372	tonsil	http://aims.fao.org/aos/agrovoc/c_24413	tonsils
UBERON:0002384	connective tissue	http://aims.fao.org/aos/agrovoc/c_10076	connective tissue
UBERON:0002387	pes	http://aims.fao.org/aos/agrovoc/c_2dff8ae7	Payment for Ecosystem Services
UBERON:0002391	lymph	ENVO:02000041	lymph
UBERON:0002391	lymph	http://aims.fao.org/aos/agrovoc/c_4481	lymph
UBERON:0002394	bile duct	http://aims.fao.org/aos/agrovoc/c_904	bile ducts
UBERON:0002402	pleural cavity	http://aims.fao.org/aos/agrovoc/c_13458	pleural cavity
UBERON:0002405	immune system	http://aims.fao.org/aos/agrovoc/c_27554	immune system
UBERON:0002407	pericardium	http://aims.fao.org/aos/agrovoc/c_5702	pericardium
UBERON:0002410	autonomic nervous system	http://aims.fao.org/aos/agrovoc/c_723	autonomic nervous system
UBERON:0002412	vertebra	http://aims.fao.org/aos/agrovoc/c_15155	vertebrae
UBERON:0002418	cartilage tissue	http://aims.fao.org/aos/agrovoc/c_1342	cartilage
UBERON:0002419	skin gland	http://aims.fao.org/aos/agrovoc/c_7099	skin glands
UBERON:0002421	hippocampal formation	http://aims.fao.org/aos/agrovoc/c_41730	Hippocampus hippocampus
UBERON:0002428	limb bone	http://aims.fao.org/aos/agrovoc/c_4336	limb bones
UBERON:0002470	autopod region	http://aims.fao.org/aos/agrovoc/c_13475	pods
UBERON:0002481	bone tissue	http://aims.fao.org/aos/agrovoc/c_1002	boning
UBERON:0002512	corpus luteum	http://aims.fao.org/aos/agrovoc/c_1905	corpus luteum
UBERON:0003052	midbrain-hindbrain boundary	ENVO:00000174	isthmus
UBERON:0003055	periderm	http://aims.fao.org/aos/agrovoc/c_5704	periderm
UBERON:0003100	female organism	http://aims.fao.org/aos/agrovoc/c_15969	females
UBERON:0003101	male organism	http://aims.fao.org/aos/agrovoc/c_15995	males
UBERON:0003103	compound organ	http://aims.fao.org/aos/agrovoc/c_5384	organic compounds
UBERON:0003124	chorion	http://aims.fao.org/aos/agrovoc/c_9836	chorion
UBERON:0003126	trachea	http://aims.fao.org/aos/agrovoc/c_7836	trachea
UBERON:0003129	skull	http://aims.fao.org/aos/agrovoc/c_7104	skull
UBERON:0003133	reproductive organ	http://aims.fao.org/aos/agrovoc/c_27961	genitalia
UBERON:0003221	phalanx	http://aims.fao.org/aos/agrovoc/c_13275	phalanges
UBERON:0003672	dentition	http://aims.fao.org/aos/agrovoc/c_7650	teeth
UBERON:0003685	cranial suture	http://aims.fao.org/aos/agrovoc/c_16466	sutures
UBERON:0003688	omentum	http://aims.fao.org/aos/agrovoc/c_12927	omentum
UBERON:0004111	anatomical conduit	ENVO:00000444	clearing
UBERON:0004122	genitourinary system	http://aims.fao.org/aos/agrovoc/c_8107	urogenital system
UBERON:0004250	upper arm bone	http://aims.fao.org/aos/agrovoc/c_11637	humerus
UBERON:0004288	skeleton	http://aims.fao.org/aos/agrovoc/c_1001	bones
UBERON:0004529	anatomical projection	BFO:0000015	process
UBERON:0004529	anatomical projection	ENVO:00000283	ridge
UBERON:0004529	anatomical projection	http://aims.fao.org/aos/agrovoc/c_13586	processes
UBERON:0004529	anatomical projection	http://aims.fao.org/aos/agrovoc/c_7306	spine
UBERON:0004535	cardiovascular system	http://aims.fao.org/aos/agrovoc/c_1317	cardiovascular system
